Timestamp,X,Y
1744033281046,0.554,1.014
1744033281062,0.554,1.014
1744033281077,0.555,1.011
1744033281093,0.555,1.011
1744033281108,0.555,1.011
1744033281124,0.555,1.011
1744033281142,0.555,1.011
1744033281164,0.555,1.009
1744033281196,0.555,1.009
1744033281227,0.569,1.009
1744033281258,0.569,1.009
1744033281289,0.608,1.010
1744033281321,0.608,1.010
1744033281352,0.629,1.002
1744033281383,0.629,1.002
1744033281414,0.638,1.004
1744033281446,0.638,1.004
1744033281477,0.646,1.003
1744033281508,0.646,1.003
1744033281539,0.650,0.999
1744033281571,0.650,0.999
1744033281602,0.647,0.997
1744033281633,0.647,0.997
1744033281650,0.647,0.997
1744033281681,0.639,1.000
1744033281697,0.639,1.000
1744033281713,0.639,1.000
1744033281725,0.639,1.000
1744033281748,0.630,1.001
1744033281765,0.630,1.001
1744033281782,0.630,1.001
1744033281798,0.630,1.001
1744033281815,0.622,1.001
1744033281832,0.622,1.001
1744033281850,0.622,1.001
1744033281880,0.614,1.001
1744033281915,0.614,1.001
1744033281946,0.608,1.003
1744033281977,0.608,1.003
1744033282008,0.611,1.004
1744033282040,0.611,1.004
1744033282071,0.611,1.004
1744033282102,0.612,1.002
1744033282118,0.612,1.002
1744033282133,0.612,1.002
1744033282165,0.612,0.998
1744033282196,0.612,0.998
1744033282415,0.609,0.997
1744033282432,0.609,0.997
1744033282449,0.609,0.997
1744033282465,0.609,0.997
1744033282482,0.603,1.001
1744033282499,0.603,1.001
1744033282515,0.603,1.001
1744033282532,0.603,1.001
1744033282549,0.603,1.001
1744033282565,0.594,1.006
1744033282582,0.594,1.006
1744033282598,0.594,1.006
1744033282615,0.576,1.016
1744033282632,0.576,1.016
1744033282649,0.576,1.016
1744033282665,0.576,1.016
1744033282682,0.564,1.021
1744033282699,0.564,1.021
1744033282715,0.564,1.021
1744033282732,0.564,1.021
1744033282751,0.559,1.018
1744033282766,0.559,1.018
1744033282783,0.559,1.018
1744033282801,0.559,1.018
1744033282819,0.564,1.013
1744033282850,0.564,1.013
1744033282882,0.564,1.013
1744033282900,0.577,1.006
1744033282932,0.577,1.006
1744033282949,0.590,0.995
1744033282967,0.590,0.995
1744033282983,0.590,0.995
1744033283001,0.590,0.995
1744033283018,0.600,0.985
1744033283043,0.600,0.985
1744033283074,0.598,0.976
1744033283098,0.598,0.976
1744033283129,0.598,0.976
1744033283160,0.589,0.969
1744033283192,0.589,0.969
1744033283223,0.578,0.960
1744033283254,0.578,0.960
1744033283285,0.566,0.956
1744033283317,0.566,0.956
1744033283348,0.554,0.956
1744033283379,0.554,0.956
1744033283410,0.546,0.956
1744033283442,0.546,0.956
1744033283473,0.545,0.960
1744033283504,0.545,0.960
1744033283535,0.545,0.960
1744033283567,0.548,0.968
1744033283598,0.548,0.968
1744033283629,0.551,0.975
1744033283660,0.551,0.975
1744033283692,0.551,0.983
1744033283723,0.551,0.983
1744033283754,0.551,0.988
1744033283770,0.551,0.988
1744033283801,0.551,0.988
1744033283832,0.555,0.989
1744033283863,0.555,0.989
1744033283895,0.561,0.984
1744033283926,0.561,0.984
1744033283957,0.565,0.977
1744033283988,0.565,0.977
1744033284020,0.569,0.969
1744033284051,0.569,0.969
1744033284082,0.579,0.955
1744033284113,0.579,0.955
1744033284145,0.588,0.933
1744033284176,0.588,0.933
1744033284192,0.588,0.933
1744033284207,0.596,0.908
1744033284223,0.596,0.908
1744033284238,0.596,0.908
1744033284254,0.596,0.908
1744033284270,0.596,0.908
1744033284301,0.598,0.892
1744033284332,0.598,0.892
1744033284363,0.594,0.880
1744033284395,0.594,0.880
1744033284426,0.588,0.874
1744033284457,0.588,0.874
1744033284488,0.586,0.873
1744033284520,0.586,0.873
1744033284551,0.586,0.877
1744033284582,0.586,0.877
1744033284613,0.592,0.882
1744033284645,0.592,0.882
1744033284676,0.612,0.891
1744033284707,0.612,0.891
1744033284738,0.633,0.906
1744033284770,0.633,0.906
1744033284801,0.633,0.906
