Timestamp,X,Y
1744033178193,0.550,1.091
1744033178225,0.550,1.091
1744033178240,0.550,1.093
1744033178256,0.550,1.093
1744033178272,0.550,1.093
1744033178287,0.550,1.093
1744033178303,0.548,1.094
1744033178318,0.548,1.094
1744033178334,0.548,1.094
1744033178350,0.548,1.094
1744033178365,0.557,1.097
1744033178381,0.557,1.097
1744033178396,0.557,1.097
1744033178412,0.557,1.097
1744033178428,0.597,1.108
1744033178443,0.597,1.108
1744033178460,0.597,1.108
1744033178476,0.597,1.108
1744033178492,0.597,1.108
1744033178507,0.616,1.110
1744033178523,0.616,1.110
1744033178538,0.616,1.110
1744033178554,0.616,1.110
1744033178570,0.625,1.105
1744033178585,0.625,1.105
1744033178601,0.625,1.105
1744033178617,0.625,1.105
1744033178632,0.633,1.101
1744033178648,0.633,1.101
1744033178663,0.633,1.101
1744033178679,0.633,1.101
1744033178695,0.633,1.101
1744033178710,0.636,1.100
1744033178726,0.636,1.100
1744033178742,0.636,1.100
1744033178757,0.633,1.101
1744033178773,0.633,1.101
1744033178788,0.633,1.101
1744033178807,0.633,1.101
1744033178823,0.633,1.101
1744033178844,0.627,1.102
1744033178860,0.627,1.102
1744033178877,0.627,1.102
1744033178893,0.620,1.100
1744033178911,0.620,1.100
1744033178927,0.620,1.100
1744033178945,0.620,1.100
1744033178961,0.613,1.095
1744033178978,0.613,1.095
1744033178994,0.613,1.095
1744033179010,0.613,1.095
1744033179028,0.607,1.090
1744033179059,0.607,1.090
1744033179090,0.607,1.090
1744033179106,0.604,1.084
1744033179122,0.604,1.084
1744033179153,0.604,1.084
1744033179184,0.605,1.080
1744033179215,0.605,1.080
1744033179246,0.605,1.076
1744033179262,0.605,1.076
1744033179278,0.605,1.076
1744033179293,0.607,1.074
1744033179309,0.607,1.074
1744033179340,0.607,1.074
1744033179561,0.613,1.068
1744033179579,0.613,1.068
1744033179611,0.613,1.068
1744033179628,0.614,1.060
1744033179644,0.614,1.060
1744033179662,0.614,1.060
1744033179694,0.614,1.060
1744033179711,0.613,1.052
1744033179729,0.613,1.052
1744033179746,0.613,1.052
1744033179778,0.608,1.041
1744033179794,0.608,1.041
1744033179811,0.608,1.041
1744033179828,0.608,1.041
1744033179844,0.598,1.029
1744033179862,0.598,1.029
1744033179894,0.590,1.019
1744033179912,0.590,1.019
1744033179944,0.590,1.019
1744033179962,0.596,1.020
1744033179994,0.596,1.020
1744033180012,0.596,1.020
1744033180029,0.610,1.029
1744033180046,0.610,1.029
1744033180078,0.610,1.029
1744033180095,0.628,1.045
1744033180115,0.628,1.045
1744033180145,0.628,1.045
1744033180171,0.646,1.060
1744033180210,0.646,1.060
1744033180241,0.663,1.072
1744033180272,0.663,1.072
1744033180304,0.676,1.081
1744033180335,0.676,1.081
1744033180366,0.688,1.087
1744033180397,0.688,1.087
1744033180413,0.688,1.087
1744033180444,0.701,1.087
1744033180476,0.701,1.087
1744033180507,0.714,1.084
1744033180538,0.714,1.084
1744033180569,0.732,1.079
1744033180601,0.732,1.079
1744033180632,0.757,1.071
1744033180663,0.757,1.071
1744033180694,0.757,1.071
1744033180726,0.783,1.060
1744033180757,0.783,1.060
1744033180788,0.807,1.046
1744033180819,0.807,1.046
1744033180851,0.829,1.033
1744033180882,0.829,1.033
1744033180913,0.852,1.024
1744033180944,0.852,1.024
1744033180976,0.874,1.019
1744033181007,0.874,1.019
1744033181038,0.895,1.018
1744033181069,0.895,1.018
1744033181101,0.914,1.021
1744033181132,0.914,1.021
1744033181163,0.932,1.025
1744033181194,0.932,1.025
1744033181225,0.932,1.025
1744033181257,0.956,1.034
1744033181288,0.956,1.034
1744033181319,0.980,1.053
1744033181351,0.980,1.053
1744033181382,1.003,1.077
1744033181413,1.003,1.077
1744033181444,1.024,1.101
1744033181476,1.024,1.101
1744033181507,1.044,1.119
1744033181538,1.044,1.119
1744033181569,1.063,1.133
1744033181600,1.063,1.133
1744033181632,1.063,1.133
1744033181663,1.083,1.141
1744033181694,1.083,1.141
1744033181725,1.100,1.147
1744033181757,1.100,1.147
1744033181788,1.117,1.150
1744033181819,1.117,1.150
1744033181850,1.138,1.153
1744033181882,1.138,1.153
1744033181913,1.167,1.152
1744033181944,1.167,1.152
1744033181975,1.201,1.146
1744033182007,1.201,1.146
1744033182038,1.233,1.136
1744033182069,1.233,1.136
1744033182100,1.263,1.128
1744033182132,1.263,1.128
1744033182163,1.290,1.124
1744033182194,1.290,1.124
1744033182225,1.290,1.124
1744033182257,1.316,1.125
1744033182288,1.316,1.125
1744033182319,1.340,1.131
1744033182350,1.340,1.131
1744033182382,1.361,1.140
1744033182413,1.361,1.140
1744033182444,1.383,1.152
1744033182475,1.383,1.152
1744033182507,1.408,1.171
1744033182538,1.408,1.171
1744033182569,1.430,1.200
1744033182600,1.430,1.200
1744033182632,1.448,1.231
1744033182663,1.448,1.231
1744033182694,1.464,1.259
1744033182725,1.464,1.259
1744033182757,1.464,1.259
1744033182788,1.480,1.281
1744033182819,1.480,1.281
1744033182850,1.497,1.299
1744033182882,1.497,1.299
1744033182913,1.516,1.313
1744033182944,1.516,1.313
1744033182975,1.534,1.324
1744033183007,1.534,1.324
1744033183038,1.552,1.332
1744033183069,1.552,1.332
1744033183100,1.574,1.342
1744033183132,1.574,1.342
1744033183163,1.604,1.350
1744033183194,1.604,1.350
1744033183225,1.604,1.350
1744033183257,1.637,1.352
1744033183288,1.637,1.352
1744033183319,1.669,1.350
1744033183350,1.669,1.350
1744033183382,1.698,1.349
1744033183413,1.698,1.349
1744033183444,1.725,1.353
1744033183475,1.725,1.353
1744033183507,1.750,1.362
1744033183538,1.750,1.362
1744033183569,1.772,1.377
1744033183600,1.772,1.377
1744033183632,1.791,1.394
1744033183663,1.791,1.394
1744033183694,1.810,1.415
1744033183725,1.810,1.415
1744033183757,1.810,1.415
1744033183788,1.829,1.444
1744033183819,1.829,1.444
1744033183850,1.841,1.476
1744033183882,1.841,1.476
1744033183913,1.849,1.508
1744033183944,1.849,1.508
1744033183975,1.854,1.535
1744033184007,1.854,1.535
1744033184038,1.863,1.558
1744033184069,1.863,1.558
1744033184100,1.873,1.580
1744033184132,1.873,1.580
1744033184163,1.887,1.598
1744033184194,1.887,1.598
1744033184225,1.887,1.598
1744033184257,1.902,1.613
1744033184288,1.902,1.613
1744033184319,1.920,1.626
1744033184350,1.920,1.626
1744033184382,1.942,1.641
1744033184413,1.942,1.641
1744033184444,1.971,1.655
1744033184475,1.971,1.655
1744033184507,2.002,1.664
1744033184538,2.002,1.664
1744033184569,2.030,1.668
1744033184600,2.030,1.668
1744033184631,2.057,1.676
1744033184663,2.057,1.676
1744033184694,2.082,1.689
1744033184725,2.082,1.689
1744033184756,2.082,1.689
1744033184788,2.106,1.706
1744033184819,2.106,1.706
1744033184850,2.124,1.726
1744033184882,2.124,1.726
1744033184913,2.141,1.747
1744033184944,2.141,1.747
1744033184975,2.157,1.772
1744033185007,2.157,1.772
1744033185038,2.170,1.804
1744033185069,2.170,1.804
1744033185100,2.174,1.837
