Timestamp,X,Y
1744033331163,0.558,1.000
1744033331179,0.558,1.000
1744033331194,0.558,1.000
1744033331210,0.558,1.000
1744033331226,0.558,1.000
1744033331241,0.558,1.000
1744033331257,0.558,0.996
1744033331272,0.558,0.996
1744033331288,0.558,0.996
1744033331304,0.559,0.992
1744033331319,0.559,0.992
1744033331335,0.559,0.992
1744033331350,0.559,0.992
1744033331366,0.598,0.990
1744033331382,0.598,0.990
1744033331397,0.598,0.990
1744033331413,0.598,0.990
1744033331429,0.625,0.983
1744033331444,0.625,0.983
1744033331460,0.625,0.983
1744033331475,0.625,0.983
1744033331491,0.636,0.976
1744033331507,0.636,0.976
1744033331522,0.636,0.976
1744033331538,0.636,0.976
1744033331554,0.636,0.976
1744033331569,0.641,0.975
1744033331585,0.641,0.975
1744033331600,0.641,0.975
1744033331616,0.641,0.975
1744033331632,0.643,0.973
1744033331647,0.643,0.973
1744033331663,0.643,0.973
1744033331679,0.643,0.973
1744033331694,0.638,0.970
1744033331710,0.638,0.970
1744033331725,0.638,0.970
1744033331741,0.638,0.970
1744033331757,0.630,0.969
1744033331778,0.630,0.969
1744033331794,0.630,0.969
1744033331817,0.630,0.969
1744033331833,0.621,0.968
1744033331851,0.621,0.968
1744033331867,0.621,0.968
1744033331884,0.621,0.968
1744033331901,0.614,0.967
1744033331918,0.614,0.967
1744033331935,0.614,0.967
1744033331951,0.614,0.967
1744033331966,0.610,0.965
1744033331983,0.610,0.965
1744033332001,0.610,0.965
1744033332016,0.610,0.965
1744033332032,0.612,0.964
1744033332048,0.612,0.964
1744033332063,0.612,0.964
1744033332079,0.612,0.964
1744033332094,0.613,0.964
1744033332110,0.613,0.964
1744033332141,0.613,0.964
1744033332172,0.613,0.964
1744033332204,0.610,0.965
1744033332219,0.610,0.965
1744033332235,0.609,0.965
1744033332251,0.609,0.965
1744033332266,0.609,0.965
1744033332282,0.609,0.965
1744033332501,0.609,0.955
1744033332518,0.609,0.955
1744033332534,0.609,0.955
1744033332551,0.609,0.955
1744033332568,0.607,0.955
1744033332584,0.607,0.955
1744033332601,0.607,0.955
1744033332617,0.607,0.955
1744033332634,0.600,0.955
1744033332651,0.600,0.955
1744033332668,0.600,0.955
1744033332684,0.600,0.955
1744033332701,0.592,0.950
1744033332717,0.592,0.950
1744033332734,0.592,0.950
1744033332751,0.592,0.950
1744033332768,0.590,0.952
