Timestamp,X,Y
1744032054529,0.629,1.134
1744032054560,0.629,1.134
1744032054576,0.629,1.134
1744032054592,0.628,1.134
1744032054607,0.628,1.134
1744032054623,0.628,1.134
1744032054638,0.628,1.134
1744032054654,0.628,1.133
1744032054670,0.628,1.133
1744032054685,0.628,1.133
1744032054701,0.628,1.133
1744032054717,0.628,1.133
1744032054732,0.628,1.133
1744032054748,0.651,1.135
1744032054764,0.651,1.135
1744032054779,0.651,1.135
1744032054795,0.666,1.132
1744032054810,0.666,1.132
1744032054826,0.666,1.132
1744032054842,0.666,1.132
1744032054857,0.676,1.130
1744032054873,0.676,1.130
1744032054889,0.676,1.130
1744032054904,0.676,1.130
1744032054920,0.679,1.133
1744032054935,0.679,1.133
1744032054951,0.679,1.133
1744032054967,0.679,1.133
1744032054982,0.679,1.133
1744032054998,0.679,1.136
1744032055014,0.679,1.136
1744032055029,0.679,1.136
1744032055045,0.679,1.136
1744032055060,0.679,1.140
1744032055076,0.679,1.140
1744032055092,0.679,1.140
1744032055107,0.679,1.140
1744032055123,0.678,1.148
1744032055150,0.678,1.148
1744032055182,0.678,1.148
1744032055197,0.677,1.157
1744032055215,0.677,1.157
1744032055228,0.677,1.157
1744032055249,0.677,1.157
1744032055266,0.678,1.162
1744032055283,0.678,1.162
1744032055300,0.678,1.162
1744032055317,0.678,1.162
1744032055333,0.677,1.164
1744032055350,0.677,1.164
1744032055367,0.677,1.164
1744032055383,0.677,1.164
1744032055398,0.676,1.165
1744032055416,0.676,1.165
1744032055447,0.676,1.165
1744032055463,0.675,1.165
1744032055494,0.675,1.165
1744032055525,0.675,1.165
1744032055557,0.675,1.165
1744032055572,0.675,1.165
1744032055588,0.673,1.162
1744032055603,0.673,1.162
1744032055619,0.673,1.162
1744032055635,0.673,1.162
1744032055867,0.681,1.142
1744032055884,0.681,1.142
1744032055901,0.681,1.142
1744032055933,0.680,1.140
1744032055952,0.680,1.140
1744032055983,0.680,1.140
1744032056001,0.672,1.129
1744032056018,0.672,1.129
1744032056050,0.672,1.129
1744032056069,0.666,1.120
1744032056100,0.666,1.120
1744032056118,0.666,1.120
1744032056150,0.667,1.116
1744032056168,0.667,1.116
1744032056185,0.667,1.116
1744032056217,0.672,1.110
1744032056234,0.672,1.110
1744032056252,0.672,1.110
1744032056284,0.680,1.106
1744032056301,0.680,1.106
1744032056334,0.687,1.105
1744032056351,0.687,1.105
1744032056384,0.687,1.105
1744032056402,0.692,1.107
1744032056434,0.692,1.107
1744032056452,0.692,1.107
1744032056484,0.695,1.109
1744032056504,0.695,1.109
1744032056534,0.696,1.109
1744032056558,0.696,1.109
1744032056574,0.696,1.109
1744032056599,0.698,1.110
1744032056630,0.698,1.110
1744032056662,0.700,1.112
1744032056693,0.700,1.112
1744032056724,0.700,1.112
1744032056755,0.704,1.112
1744032056787,0.704,1.112
1744032056818,0.711,1.114
1744032056849,0.711,1.114
1744032056880,0.722,1.119
1744032056912,0.722,1.119
1744032056943,0.734,1.126
1744032056974,0.734,1.126
1744032057005,0.747,1.133
1744032057037,0.747,1.133
1744032057068,0.761,1.137
1744032057099,0.761,1.137
1744032057130,0.774,1.139
1744032057162,0.774,1.139
1744032057193,0.784,1.137
1744032057224,0.784,1.137
1744032057255,0.794,1.134
1744032057287,0.794,1.134
1744032057318,0.794,1.134
1744032057349,0.804,1.131
1744032057381,0.804,1.131
1744032057412,0.813,1.130
1744032057443,0.813,1.130
1744032057474,0.826,1.128
1744032057506,0.826,1.128
1744032057537,0.842,1.124
1744032057568,0.842,1.124
1744032057584,0.842,1.124
1744032057599,0.842,1.124
1744032057615,0.860,1.121
1744032057631,0.860,1.121
1744032057646,0.860,1.121
1744032057662,0.878,1.121
1744032057677,0.878,1.121
1744032057693,0.878,1.121
1744032057724,0.894,1.121
1744032057756,0.894,1.121
1744032057787,0.894,1.121
1744032057818,0.908,1.124
1744032057849,0.908,1.124
1744032057881,0.919,1.129
1744032057912,0.919,1.129
1744032057943,0.928,1.136
1744032057974,0.928,1.136
1744032058006,0.937,1.141
1744032058037,0.937,1.141
1744032058068,0.948,1.145
1744032058099,0.948,1.145
1744032058131,0.964,1.152
1744032058162,0.964,1.152
1744032058193,0.982,1.159
1744032058224,0.982,1.159
1744032058256,0.982,1.159
1744032058287,1.000,1.163
1744032058318,1.000,1.163
1744032058350,1.018,1.164
1744032058381,1.018,1.164
1744032058412,1.034,1.163
1744032058443,1.034,1.163
1744032058475,1.048,1.160
1744032058506,1.048,1.160
1744032058537,1.063,1.156
1744032058568,1.063,1.156
1744032058600,1.076,1.153
1744032058631,1.076,1.153
1744032058662,1.089,1.152
1744032058678,1.089,1.152
1744032058693,1.089,1.152
1744032058709,1.089,1.152
1744032058725,1.105,1.149
1744032058740,1.105,1.149
1744032058756,1.105,1.149
1744032058772,1.105,1.149
1744032058787,1.105,1.149
1744032058803,1.123,1.147
1744032058818,1.123,1.147
1744032058834,1.123,1.147
1744032058850,1.123,1.147
1744032058865,1.143,1.146
1744032058881,1.143,1.146
1744032058897,1.143,1.146
1744032058928,1.160,1.147
1744032058943,1.160,1.147
1744032058959,1.160,1.147
1744032058975,1.160,1.147
1744032058990,1.177,1.150
1744032059006,1.177,1.150
1744032059037,1.177,1.150
1744032059068,1.190,1.155
1744032059100,1.190,1.155
1744032059131,1.202,1.160
