Timestamp,X,Y
1744033081630,0.548,1.044
1744033081662,0.548,1.042
1744033081677,0.548,1.042
1744033081693,0.548,1.042
1744033081709,0.548,1.042
1744033081724,0.548,1.041
1744033081740,0.548,1.041
1744033081755,0.548,1.041
1744033081771,0.548,1.041
1744033081787,0.554,1.040
1744033081802,0.554,1.040
1744033081818,0.554,1.040
1744033081834,0.554,1.040
1744033081849,0.554,1.040
1744033081865,0.601,1.044
1744033081880,0.601,1.044
1744033081896,0.601,1.044
1744033081912,0.601,1.044
1744033081927,0.626,1.038
1744033081943,0.626,1.038
1744033081959,0.626,1.038
1744033081974,0.626,1.038
1744033081990,0.639,1.034
1744033082005,0.639,1.034
1744033082021,0.639,1.034
1744033082037,0.639,1.034
1744033082052,0.651,1.034
1744033082068,0.651,1.034
1744033082084,0.651,1.034
1744033082099,0.651,1.034
1744033082115,0.651,1.034
1744033082130,0.660,1.035
1744033082146,0.660,1.035
1744033082162,0.660,1.035
1744033082177,0.660,1.035
1744033082193,0.666,1.034
1744033082209,0.666,1.034
1744033082224,0.666,1.034
1744033082240,0.666,1.034
1744033082256,0.668,1.035
1744033082272,0.668,1.035
1744033082290,0.668,1.035
1744033082306,0.668,1.035
1744033082322,0.666,1.040
1744033082339,0.666,1.040
1744033082356,0.666,1.040
1744033082372,0.666,1.040
1744033082389,0.664,1.045
1744033082406,0.664,1.045
1744033082422,0.664,1.045
1744033082438,0.664,1.045
1744033082456,0.664,1.045
1744033082473,0.659,1.044
1744033082489,0.659,1.044
1744033082505,0.659,1.044
1744033082520,0.659,1.044
1744033082536,0.653,1.039
1744033082552,0.653,1.039
1744033082567,0.653,1.039
1744033082583,0.646,1.035
1744033082598,0.646,1.035
1744033082614,0.646,1.035
1744033082630,0.646,1.035
1744033082645,0.646,1.035
1744033082661,0.639,1.033
1744033082677,0.639,1.033
1744033082692,0.639,1.033
1744033082708,0.639,1.033
1744033082723,0.633,1.032
1744033082739,0.633,1.032
1744033082755,0.633,1.032
1744033082770,0.633,1.032
1744033082786,0.633,1.032
1744033082989,0.614,1.019
1744033083006,0.614,1.019
1744033083022,0.614,1.019
1744033083039,0.614,1.019
1744033083056,0.609,1.018
1744033083072,0.609,1.018
1744033083089,0.609,1.018
1744033083106,0.609,1.018
1744033083122,0.601,1.016
1744033083139,0.601,1.016
1744033083156,0.601,1.016
1744033083172,0.601,1.016
1744033083189,0.589,1.019
1744033083206,0.589,1.019
1744033083222,0.589,1.019
1744033083239,0.589,1.019
1744033083256,0.579,1.024
1744033083272,0.579,1.024
